feature,shap_importance
RM,0.40252450108528137
LSTAT,0.3389306366443634
DIS,0.08273135125637054
AGE,0.06143926829099655
CRIM,0.05135563760995865
PTRATIO,0.045469094067811966
TAX,0.04324239864945412
NOX,0.04225688427686691
B,0.038471199572086334
RAD,0.017150452360510826
INDUS,0.007010782137513161
ZN,0.0022815465927124023
CHAS,0.0018497754354029894
