iter	RMSE
0	0.9844877598
1	0.9682018668
2	0.9525838469
3	0.9364190706
4	0.9235351533
5	0.9081949806
6	0.8935284502
7	0.879862095
8	0.867967744
9	0.8531408211
10	0.8412159082
11	0.8281106039
12	0.8175478323
13	0.8040724886
14	0.7919782172
15	0.7785479665
16	0.7670846212
17	0.7555787617
18	0.7433416671
19	0.7323441622
20	0.7210881318
21	0.7105672681
22	0.6991583748
23	0.688227702
24	0.6791851816
25	0.6697363408
26	0.6596555909
27	0.6499326207
28	0.6413085196
29	0.6317994609
30	0.6231867388
31	0.6150192266
32	0.6072605202
33	0.5983895327
34	0.5904638185
35	0.5823965506
36	0.5742747825
37	0.5661883156
38	0.5576731161
39	0.5503553156
40	0.543052429
41	0.5365338084
42	0.5294962218
43	0.5221866337
44	0.5146755547
45	0.5081948932
46	0.5024659005
47	0.4961740286
48	0.4903671583
49	0.4840686821
50	0.4783122859
51	0.4719512145
52	0.4657495044
53	0.4600845272
54	0.4551219972
55	0.4495109633
56	0.4437513659
57	0.4390254636
58	0.4340519058
59	0.4293043547
60	0.4242275724
61	0.419646436
62	0.4152795499
63	0.4114239813
64	0.4073509305
65	0.4029491372
66	0.399142514
67	0.3944962074
68	0.3907140424
69	0.3869025555
70	0.3825015042
71	0.3787980886
72	0.3747272195
73	0.3702417921
74	0.3661134043
75	0.3624309171
76	0.3584175374
77	0.3547792287
78	0.3515082018
79	0.3478340956
80	0.3442705369
81	0.3412734219
82	0.3382886646
83	0.3347275823
84	0.3311842056
85	0.3280770739
86	0.3250244753
87	0.3221270462
88	0.3194383775
89	0.3167997346
90	0.3135652582
91	0.3105434557
92	0.3080044903
93	0.3055100272
94	0.3023659652
95	0.2999579532
96	0.2970407488
97	0.2943245458
98	0.2917434963
99	0.2891017404
100	0.2867741097
101	0.2846435061
102	0.2821951794
103	0.2801439125
104	0.2782148978
105	0.2761201194
106	0.2731948999
107	0.2706981334
108	0.2682356
109	0.2661378032
110	0.2643022002
111	0.2616701558
112	0.2593818709
113	0.2572970686
114	0.2554378353
115	0.2536812761
116	0.2514890142
117	0.2499083943
118	0.2484662473
119	0.2466077667
120	0.2448246974
121	0.2422257972
122	0.2404870489
123	0.2383106756
124	0.2363954135
125	0.2347427809
126	0.2329395171
127	0.2313068269
128	0.2297154465
129	0.2282961486
130	0.2265353497
131	0.2252022714
132	0.2234307149
133	0.2218981426
134	0.220270269
135	0.218589237
136	0.216719186
137	0.2150692552
138	0.213575204
139	0.2119813695
140	0.2108363102
141	0.2094483235
142	0.2077103157
143	0.2062992003
144	0.2050441658
145	0.2033866034
146	0.2017782073
147	0.2003651827
148	0.1990296713
149	0.1980161146
150	0.1967427664
151	0.1954665403
152	0.1942290682
153	0.1930378535
154	0.1912358755
155	0.1901498694
156	0.1891687635
157	0.1880377185
158	0.1868951446
159	0.1852331589
160	0.183666837
161	0.1816614726
162	0.1802926529
163	0.1793598864
164	0.1782265632
165	0.1759973702
166	0.1747818617
167	0.1737211784
168	0.1726845962
169	0.1712481162
170	0.17013979
171	0.1689889519
172	0.1673878724
173	0.1657962372
174	0.1648565085
175	0.1637918596
176	0.1629433786
177	0.1618658463
178	0.160789173
179	0.1596201241
180	0.1585433261
181	0.1576864197
182	0.1562779737
183	0.1553070526
184	0.1541519447
185	0.1529106591
186	0.1520561647
187	0.1513627515
188	0.1504931019
189	0.1496942442
190	0.1487994396
191	0.1474659856
192	0.1467665351
193	0.1458913325
194	0.1451954973
195	0.144490154
196	0.1437425857
197	0.1430549909
198	0.1423217043
199	0.1407643055
200	0.1400579421
201	0.1386934044
202	0.1379575717
203	0.1368205643
204	0.1361362307
205	0.1352698246
206	0.1338613183
207	0.1326048658
208	0.1318912071
209	0.1306154318
210	0.1299189585
211	0.1285953827
212	0.1276956769
213	0.1270726032
214	0.1264935888
215	0.1259549998
216	0.1252591491
217	0.1243971647
218	0.1236861521
219	0.1224860851
220	0.1216561668
221	0.1209822823
222	0.1203359428
223	0.1191684482
224	0.1185963808
225	0.1178262377
226	0.1171352746
227	0.1160359288
228	0.1155440862
229	0.1146224113
230	0.1137043377
231	0.1127047212
232	0.1122414942
233	0.1112325049
234	0.1108461385
235	0.1102011772
236	0.1096918403
237	0.1087589096
238	0.1082142471
239	0.1076088372
240	0.1070876026
241	0.1065549207
242	0.1056138517
243	0.1049500791
244	0.104496878
245	0.1041172503
246	0.1037019095
247	0.1032076266
248	0.1025312859
249	0.1020585998
250	0.1016573176
251	0.1008628836
252	0.1002205694
253	0.09955884202
254	0.09912167274
255	0.09854160766
256	0.09812191469
257	0.09752607414
258	0.09685813699
259	0.09628376479
260	0.09593810966
261	0.09563256534
