feature,mean_importance
CHAS,-0.07726392141368373
RAD,-0.025752814673333492
DIS,-0.005064447510142844
INDUS,0.009052821004593082
NOX,0.010260659047321829
PTRATIO,0.017001251050892018
ZN,0.02137059656538266
CRIM,0.025807629133719333
B,0.032552973158609576
AGE,0.03394946708747484
TAX,0.03428837257348373
LSTAT,0.45335147919410124
RM,0.5523802558887687
