feature,weight
intercept,-0.020381395541490075
CRIM,-0.14349745397070618
ZN,0.141242959726036
INDUS,-0.022386971821883497
CHAS,0.25319964461158223
NOX,-0.19943991099688152
RM,0.2980756116221127
AGE,0.01756814792135794
DIS,-0.33994706727271806
RAD,0.2524638178322654
TAX,-0.19335698930373607
PTRATIO,-0.20806932728381006
B,0.10581220139002795
LSTAT,-0.40218987565519876
