feature,weight
intercept,-0.01557336251057453
CRIM,-0.14480780266329676
ZN,0.1590816705710704
INDUS,0.0031626293672033373
CHAS,0.3353464060610374
NOX,-0.19951973264085715
RM,0.2743707261589392
AGE,0.06184064185308269
DIS,-0.32762121624052243
RAD,0.3155966600275769
TAX,-0.24061590786676684
PTRATIO,-0.1814107465640936
B,0.12511094328465952
LSTAT,-0.45451913113003106
