feature,weight
intercept,-0.022637265006401286
CRIM,-0.14024766671256106
ZN,0.22788422203180078
INDUS,-0.00863592650290916
CHAS,0.3046598582111426
NOX,-0.25142249820158663
RM,0.16161872222235257
AGE,0.06056860223671896
DIS,-0.40603228280436704
RAD,0.34941387778390387
TAX,-0.26442360618048777
PTRATIO,-0.21861359154645915
B,0.12990986985044145
LSTAT,-0.49786145500134854
