feature,mean_importance
INDUS,4.867523161843912e-05
AGE,0.006756468494028528
CHAS,0.010703248891877381
B,0.037758849999597985
ZN,0.04646224491988322
RM,0.05892365413993742
CRIM,0.060355742277721246
PTRATIO,0.08045264282868023
NOX,0.10681975864824093
TAX,0.11546948518218936
RAD,0.1570989310434123
DIS,0.18807817389354936
LSTAT,0.32156045610338585
