feature,mean_importance
CHAS,0.0009692287725267979
INDUS,0.001495782878857943
AGE,0.0016451045549679244
B,0.04033988870291679
CRIM,0.04483542853050223
ZN,0.054865490382300576
PTRATIO,0.12657073715005573
NOX,0.14394474424445652
TAX,0.16270835981001536
RM,0.18476305005038304
RAD,0.2111190151628004
DIS,0.33135242042765506
LSTAT,0.7231420698154568
