feature,mean_importance
B,-0.0027746746136438905
INDUS,-0.0002042015230654115
AGE,0.007412482424515632
CHAS,0.007715383595078423
CRIM,0.053182470917696324
ZN,0.07702719399431826
NOX,0.07780843414170202
TAX,0.09198621065484508
PTRATIO,0.10355090243592638
RM,0.10783154143686127
RAD,0.1878790505297922
DIS,0.36184200608024225
LSTAT,0.37095523224469523
