feature,weight
intercept,-0.011565054444423802
CRIM,-0.13413213376397434
ZN,0.1674382101170396
INDUS,-0.01128779835452387
CHAS,0.16241359067603783
NOX,-0.2194277876899139
RM,0.23270822612815711
AGE,0.05345869827277823
DIS,-0.36383388719601184
RAD,0.3112167139252837
TAX,-0.22544599904886514
PTRATIO,-0.1960988977113331
B,0.1477609618789284
LSTAT,-0.46838800247944645
