feature,mean_importance
INDUS,-0.0001223065244763455
CHAS,0.0009309398263314783
AGE,0.0012222739276770867
CRIM,0.013753629742179519
PTRATIO,0.03875166465315246
B,0.0413674540147417
TAX,0.044791030859748435
ZN,0.04798449557787129
NOX,0.056123435030083324
RM,0.1094915442932785
RAD,0.1600555870563653
DIS,0.24010769658561287
LSTAT,0.47186790657912436
