feature,mean_importance
ZN,-0.0015805485362308414
RAD,-0.0008597764674402875
CHAS,0.0
CRIM,0.0005857819016321763
INDUS,0.0030418998173462166
B,0.004082366926658499
TAX,0.013467088520333686
PTRATIO,0.018869044129242424
AGE,0.01967830490270515
DIS,0.021553281419763686
NOX,0.049425205929031005
RM,0.15975792865389468
LSTAT,0.43232228347232055
