feature,mean_importance
ZN,-0.00032299557762547617
CHAS,-0.00011163048852773083
RAD,0.0007992755413000236
INDUS,0.005391211692199962
B,0.00739059902578644
AGE,0.014269733492128855
TAX,0.02361935497767225
CRIM,0.03165770457692455
PTRATIO,0.03281088940312402
NOX,0.06400238342353118
DIS,0.07595394901527885
RM,0.19620937209633532
LSTAT,0.5945869239425899
