feature,mean_importance
CHAS,-0.0004884141093799421
ZN,0.00013032085362922884
RAD,0.001350229040637463
AGE,0.013503629774142356
B,0.014683873507594458
INDUS,0.02564544540671907
CRIM,0.026150193649735577
TAX,0.03507683419358352
PTRATIO,0.06097198369840601
DIS,0.06564205114856558
NOX,0.07348406701062235
RM,0.44407403447912025
LSTAT,0.8852069530216296
