feature,mean_importance
INDUS,-0.0030304530093447912
ZN,0.00018835031856272443
CHAS,0.00048084290214988614
TAX,0.0018447399237515928
RAD,0.001959273856112359
B,0.005096656347457168
PTRATIO,0.013045526911295995
AGE,0.014449747013939768
CRIM,0.015283387788260282
DIS,0.029646211390374
NOX,0.06552478402277925
RM,0.2572520214037091
LSTAT,0.330816306923294
