iter	RMSE
383	1.23608263
384	1.233226387
385	1.231955912
386	1.227548312
387	1.224599959
388	1.222046614
389	1.219675482
390	1.217334616
391	1.213356869
392	1.210530952
393	1.207718527
394	1.205230369
395	1.203979337
396	1.202808713
397	1.199700232
398	1.196440958
399	1.195131579
400	1.19218367
401	1.188353333
402	1.186237403
403	1.185046875
404	1.182395305
405	1.181214784
406	1.178180314
407	1.174940456
408	1.172657313
409	1.169969155
410	1.168852734
411	1.165196333
412	1.161633267
413	1.159509132
414	1.156037443
415	1.153461848
416	1.151738443
417	1.15047988
418	1.147780952
419	1.145760845
420	1.143654276
421	1.141166925
422	1.1389243
423	1.137490764
424	1.135091646
425	1.133413476
426	1.131236942
427	1.127732723
428	1.124577231
429	1.123152857
430	1.121919133
431	1.120449844
432	1.119984218
433	1.118485065
434	1.116498034
435	1.115012305
436	1.112713233
437	1.109799965
438	1.107718598
439	1.105436517
440	1.102861424
441	1.099637081
442	1.09769833
443	1.096226119
444	1.094431518
445	1.090213929
446	1.087786605
447	1.085970423
448	1.083885015
449	1.080690616
450	1.077042783
451	1.074411982
452	1.071859771
453	1.069436229
454	1.066075303
455	1.064927296
456	1.063966196
457	1.061132357
458	1.059322518
459	1.055604572
460	1.052352311
461	1.048763413
462	1.047138507
463	1.045201367
464	1.041926983
465	1.038918091
466	1.036738747
467	1.033513512
468	1.030948906
469	1.029405843
470	1.026376478
471	1.025209654
472	1.022566313
473	1.020992561
474	1.020051758
475	1.018579015
476	1.017131591
477	1.015187984
478	1.013072046
479	1.011494075
480	1.008913693
481	1.006024005
482	1.004033504
483	1.001991781
484	0.9993656945
485	0.9973212146
486	0.9952354761
487	0.9931924072
488	0.9920148859
489	0.9898047158
490	0.9888905846
491	0.9855071079
492	0.9847713373
493	0.9840047824
494	0.9823837926
495	0.9810722306
496	0.980196285
497	0.9782853231
498	0.9763741726
499	0.9760059364
500	0.9744485676
501	0.9713526956
502	0.9697438103
503	0.9679320791
504	0.9653564149
505	0.9630051099
506	0.9615145764
507	0.9590719723
508	0.9563242762
509	0.9533680291
510	0.9521669392
511	0.9512017599
512	0.9492986992
513	0.9463430446
514	0.9436019078
515	0.9419256373
516	0.9404831285
517	0.9381196865
518	0.9367807007
519	0.9347877043
520	0.9325276429
521	0.9305315211
522	0.9290991606
523	0.9269262711
524	0.9253242419
525	0.923321985
526	0.9219832009
527	0.9205379724
528	0.9182725673
529	0.9167481478
530	0.9147762111
531	0.9131982372
532	0.9105582534
533	0.908826741
534	0.9074449005
535	0.9051177437
536	0.9035880634
537	0.9025986696
538	0.902054632
539	0.9006121518
540	0.8984557
541	0.8972536845
542	0.8950302341
543	0.8921381204
544	0.8904305681
545	0.8890316865
546	0.8881073642
547	0.887314058
548	0.8859248296
549	0.8841450685
550	0.8832726616
551	0.8801293069
552	0.8778776051
553	0.8765096412
554	0.8754583871
555	0.8750130034
556	0.8745769375
557	0.8721834256
558	0.8699416729
559	0.868655007
560	0.8674212008
561	0.8655271495
562	0.8647391833
563	0.8625771543
564	0.8616348305
565	0.8602212758
566	0.8579447275
567	0.8571604327
568	0.8549704512
569	0.8530145171
570	0.850202712
571	0.848563962
572	0.8471770647
573	0.8464406877
574	0.8453618178
575	0.8440463677
576	0.8432530668
577	0.8424817113
578	0.8415066231
579	0.8402712797
580	0.8389076693
581	0.8379039853
582	0.836145108
583	0.8351428375
584	0.8340290329
585	0.8313571567
586	0.8307744397
587	0.8294896618
588	0.8274987686
589	0.8267464605
590	0.8245539244
591	0.8232563542
592	0.8228577434
593	0.8214534463
594	0.8205908848
595	0.8188862143
596	0.8175094786
597	0.8168307136
598	0.8155730525
599	0.8147885659
600	0.8139284088
601	0.8127476851
602	0.8120747197
603	0.8095013957
604	0.8079050162
605	0.8064753261
606	0.8057626678
607	0.8043361292
608	0.8029566647
609	0.8015550284
610	0.8000006074
611	0.7987076112
612	0.7970298174
613	0.7960997761
614	0.7943443096
615	0.7921110298
616	0.7901424771
617	0.7880993161
618	0.7870081084
619	0.7856461963
620	0.7836153037
621	0.7813370137
622	0.7805261345
623	0.7796775417
624	0.7779157798
625	0.7763117932
626	0.7752267857
627	0.7737060809
628	0.7733451129
629	0.7709729324
630	0.7703663552
631	0.7697258608
632	0.7693917084
633	0.7675838649
634	0.766683612
635	0.765052668
636	0.7639938131
637	0.7627728726
638	0.7619003609
639	0.7607742565
640	0.7597194947
641	0.7591978437
642	0.7584406683
643	0.7577756357
644	0.7559117318
645	0.7543239088
646	0.7526338674
647	0.7507899271
648	0.7494212585
649	0.7477424739
650	0.7470081772
651	0.7465184712
652	0.7455588542
653	0.7445789048
654	0.7427642203
655	0.7416803769
656	0.7405231327
657	0.738951044
658	0.7379768846
659	0.737594149
660	0.7362773385
661	0.7349301862
662	0.7335945329
663	0.7326830167
664	0.7310704005
665	0.7295096182
666	0.7277272151
667	0.7269374577
668	0.7244369066
669	0.7224129996
670	0.7203872176
671	0.7182068562
672	0.7171176369
673	0.7156205954
674	0.7143285955
675	0.7130442566
676	0.7121763115
677	0.7097831179
678	0.7088514596
679	0.7074776138
680	0.7055648577
681	0.7034737827
682	0.7025300141
683	0.7016665082
684	0.701241551
685	0.7003773128
686	0.6991920646
687	0.6985332567
688	0.6977161011
689	0.6969521678
690	0.6950154738
691	0.6933063042
692	0.6915293344
693	0.6911008134
694	0.6900097066
695	0.6884827092
696	0.6870879199
697	0.6868809259
698	0.6862157077
699	0.68484863
700	0.6844401758
701	0.6839851706
702	0.6829967279
703	0.6821376418
704	0.6818072178
705	0.6811847401
706	0.6793321054
707	0.6790128264
708	0.6774582808
709	0.6761567276
710	0.6749747588
711	0.6746458475
712	0.673631855
713	0.672627682
714	0.6714590904
715	0.6705868994
716	0.6698163158
717	0.6679593761
718	0.6662149291
719	0.6648096874
720	0.6643843623
721	0.6632847338
722	0.662346761
723	0.6618266713
724	0.6607860742
725	0.6600574559
726	0.6595464175
727	0.6588536527
728	0.6578348833
729	0.6564766464
730	0.6552409388
731	0.6545749462
732	0.6536849536
733	0.6525692589
734	0.6511037431
735	0.6499555593
736	0.6480138891
737	0.6461488708
738	0.6450191146
739	0.6436445765
740	0.6431241697
741	0.6422146627
742	0.6404830916
743	0.640015698
744	0.6386447356
745	0.6374626466
746	0.6368961382
747	0.6360683193
748	0.6353339034
749	0.6349777491
750	0.6334900976
751	0.6320264977
752	0.6306784042
753	0.6294419324
754	0.6287883749
755	0.6281576113
756	0.6270589544
757	0.6260101363
758	0.6245017919
759	0.6234359777
760	0.6227386341
761	0.6213591051
762	0.6199018704
763	0.6186952931
764	0.6180199168
765	0.6174127686
766	0.6167345797
767	0.6159996883
768	0.6145593919
769	0.6140313736
770	0.6126885939
771	0.6121752128
772	0.6107095519
773	0.6095924631
774	0.6090770158
775	0.6076824196
776	0.6070183886
777	0.6064996458
778	0.6051234169
779	0.6041702721
780	0.6034065381
781	0.6032281286
782	0.6020325073
783	0.6011918083
784	0.5999397544
785	0.5992133913
786	0.5975887371
787	0.5970523276
788	0.5957666657
789	0.5948570208
790	0.5935268236
791	0.5929574425
792	0.5917958461
793	0.5907975601
794	0.5897974223
795	0.5886206307
796	0.5875667037
797	0.586406162
798	0.5851313412
799	0.5843019292
800	0.5827754168
801	0.5812314836
802	0.5806644123
803	0.5797254064
804	0.5780741663
805	0.5769029402
806	0.57634443
807	0.5756140341
808	0.5746929795
809	0.5741223683
810	0.5731434833
811	0.5723610388
812	0.5711717495
813	0.569993609
814	0.5688334062
815	0.5677917553
816	0.5666671237
817	0.5663185074
818	0.5651622236
819	0.5640118138
820	0.5629741111
821	0.562413495
822	0.5620183468
823	0.5608751635
824	0.5598116644
825	0.5593012845
826	0.5581422478
827	0.5577516832
828	0.5564164938
829	0.5558356679
830	0.555114442
831	0.5535281219
832	0.5526952024
833	0.5517607745
834	0.5511081212
835	0.550247221
836	0.5490803623
837	0.547783709
838	0.5467252883
839	0.5455935844
840	0.5446860207
841	0.5439746761
842	0.5431384268
843	0.5428323756
844	0.5418182146
845	0.541382428
846	0.540378191
847	0.5395245354
848	0.5383652661
849	0.5375281504
850	0.5368559033
851	0.5358698998
852	0.534587915
853	0.5338471022
854	0.5325262989
855	0.5313086541
856	0.5307967224
857	0.5298050956
858	0.5280512661
859	0.5274744565
860	0.5265837111
861	0.5262199742
862	0.5253089252
863	0.524841198
864	0.5239831225
865	0.5233510838
866	0.5227256944
867	0.5220992167
868	0.5207504012
869	0.5199031818
870	0.5188284637
871	0.5181208353
872	0.5172500551
873	0.5164783399
874	0.5158213012
875	0.5149265411
876	0.5133506835
877	0.5120824587
878	0.5113239643
879	0.5101542613
880	0.5090059554
881	0.50863807
882	0.5079702324
883	0.507566869
884	0.5068190164
885	0.5058808051
886	0.5049611848
887	0.5041324053
888	0.5029960814
889	0.5017871143
890	0.5006446996
891	0.499747825
892	0.4988906781
893	0.4982907622
894	0.4972793705
895	0.4962754931
896	0.4958000834
897	0.4945921005
898	0.4936758643
899	0.4929509778
900	0.4921575144
901	0.4911696897
902	0.4904914297
903	0.4895872929
904	0.4889935447
905	0.4885806753
906	0.487570136
907	0.4869722258
908	0.4865386376
909	0.4860392268
910	0.4852310041
911	0.484688923
912	0.4845271951
913	0.4837878619
914	0.4829072321
915	0.4817680776
916	0.4808810272
917	0.47957232
918	0.4789750054
919	0.4781833558
920	0.4777656883
921	0.4770457689
922	0.4766175197
923	0.4751652974
924	0.4747388966
925	0.4737119249
926	0.4731514341
927	0.4722136648
928	0.4711582541
929	0.4701706735
930	0.4697239257
931	0.4691739166
932	0.4685465487
933	0.4676531661
934	0.4669604858
935	0.4664236981
936	0.4662756395
937	0.4655590199
938	0.4652206253
939	0.4639232169
940	0.4632798328
941	0.4628358511
942	0.461934529
943	0.4614357183
944	0.4605116032
945	0.4599460897
946	0.4592799215
947	0.4587268581
948	0.4579885884
949	0.4565698837
950	0.4557444839
951	0.4551870694
952	0.4546697141
953	0.4538494371
954	0.452928339
955	0.4524585984
956	0.4516630615
957	0.4514632943
958	0.4507399107
959	0.4499217848
960	0.4492510488
961	0.4489441753
962	0.448579466
963	0.4477750346
964	0.4469092776
965	0.4460539655
966	0.4450812932
967	0.444482945
968	0.4439490272
969	0.4429817573
970	0.4424747227
971	0.4417255591
972	0.4411368151
973	0.4405940675
974	0.4400766655
975	0.4395416411
976	0.4391549365
977	0.4386411046
978	0.4382172875
979	0.4374335476
980	0.4370505092
981	0.4364277183
982	0.4358702457
983	0.4352868195
984	0.4347079213
985	0.4341736577
986	0.433687121
987	0.4330425521
988	0.4324681531
989	0.4319360793
990	0.4309768082
991	0.4303485392
992	0.429626068
993	0.4290514252
994	0.4285321102
995	0.4282913858
996	0.4278122266
997	0.4268025212
998	0.4262989073
999	0.4258670411
