feature,mean_importance
CHAS,-0.0004007466060460624
ZN,0.0002856998515860576
INDUS,0.00039136943789941646
RAD,0.0017307883201298196
CRIM,0.004866641213178824
B,0.013850517102261697
TAX,0.01649743497198686
AGE,0.022250240305364034
PTRATIO,0.03310082286051869
NOX,0.08430908583970723
DIS,0.13315906935575464
RM,0.3326933311667018
LSTAT,0.5107621725641226
