feature,mean_importance
ZN,-0.0006252992899703324
CHAS,0.0
RAD,0.0017479528188347414
INDUS,0.003656565073094681
B,0.008067171510779686
CRIM,0.009314479485705934
TAX,0.012463809642942202
AGE,0.015471165121347741
PTRATIO,0.01602503299432223
DIS,0.0340434128928271
NOX,0.044835299579027904
RM,0.17690615512622165
LSTAT,0.3884038196990308
