feature,mean_importance
INDUS,-0.003824949423381066
TAX,-0.00260637612068427
ZN,0.00013703827419561665
RAD,0.00015555406575903374
CHAS,0.00046154341948050905
PTRATIO,0.017225714857763082
B,0.01816228121672072
CRIM,0.024487472110719152
AGE,0.024540011219029347
NOX,0.06842220926557062
DIS,0.07651955615787713
RM,0.2614087385690458
LSTAT,0.3541897786891001
