feature,mean_importance
ZN,-0.0011649982030629308
CHAS,7.353564850554883e-05
RAD,0.0022232128914658035
INDUS,0.003815335148013052
B,0.009220486482217844
TAX,0.014667221032754082
CRIM,0.02311073636583289
AGE,0.023480259860767478
PTRATIO,0.028660414176254402
DIS,0.09695419489700582
NOX,0.10557233773689076
RM,0.18744268618964988
LSTAT,0.5934217894361755
