feature,mean_importance
ZN,0.0
RAD,0.0
CHAS,0.00013136033297401762
INDUS,0.0004915974711390602
AGE,0.0011067905044340632
PTRATIO,0.0030159746212779946
TAX,0.003960108264487561
B,0.007546061373285962
CRIM,0.02410377609722688
NOX,0.02595051342410386
DIS,0.048695523108447006
RM,0.6268228991540364
LSTAT,0.6762870210492513
