feature,mean_importance
CHAS,-0.005579504602397656
AGE,0.00048245538986179114
INDUS,0.009204852737324454
CRIM,0.02480982431085014
B,0.06372935533993732
ZN,0.06763773694863864
NOX,0.07829423843954421
PTRATIO,0.08726022207644618
TAX,0.131439666785915
RAD,0.1332769811818467
DIS,0.15098680961828786
RM,0.23005476718818327
LSTAT,0.46715280981128615
