feature,weight
intercept,-0.02758321620677792
CRIM,-0.1644426359110556
ZN,0.13080079355845822
INDUS,-0.050366990222475
CHAS,0.3979864052692201
NOX,-0.14497992799896475
RM,0.32297637193413115
AGE,-0.003270793896122573
DIS,-0.3291535720998896
RAD,0.2618437284956988
TAX,-0.21114284063394412
PTRATIO,-0.15084672286738512
B,0.10903099163653285
LSTAT,-0.40513607300856114
